block,chemsys,metal_1,metal_2,ligand,source,delta_E,dip_x,dip_y,baseline_y,left_anchor,right_anchor,n_points,dip_method,material_id,formula,crystal_system,space_group_symbol,space_group_number,energy_above_hull,formation_energy,predicted_stable,band_gap,is_metal,density,n_sites,cell_volume,volume_per_atom,sphere_volume_sum,packing_fraction,packing_percent,pair
d-block,Nb-Cd-S,Nb,Cd,S,Nb6CdS8_1220444_POSCAR,-0.0722700995035126,14.0816233945,-0.16051934066506,-0.0882492411615473,12.1393305125,23.7930878045,35,local_max_drop,mp-1220444,Nb6CdS8,,,,,,,,,,15,276.09604976438754,18.40640331762584,162.15916074374334,0.5873287969245679,58.732879692456784,Cd-Nb
d-block,Pd-Cd-O,Pd,Cd,O,CdPd3O4_13675_POSCAR,-0.0615360064387175,7.2061496875,-0.21794151129241,-0.1564055048536924,6.9179037,14.1240533875,35,local_max_drop,mp-13675,CdPd3O4,,,,,,,,,,16,191.5930708559616,11.9745669284976,102.14637185734928,0.5331423072922207,53.31423072922207,Cd-Pd
d-block,Tc-Cd-O,Tc,Cd,O,CdTcO3_1189706_POSCAR,-0.0592515502655427,6.0035811,-0.23348590594388,-0.1742343556783372,5.73069105,13.37161245,35,local_max_drop,mp-1189706,CdTcO3,,,,,,,,,,20,238.9613288887264,11.94806644443632,117.70492097869352,0.4925689086433873,49.256890864338736,Cd-Tc
d-block,V-Cd-O,V,Cd,O,V3CdO7_1179420_POSCAR,-0.0691745413869611,8.077866,-0.1622731968485,-0.0930986554615388,7.5393416,13.1938478,35,local_max_drop,mp-1179420,V3CdO7,,,,,,,,,,44,644.3704761167897,14.644783548108858,263.7796299908815,0.4093602046768394,40.936020467683946,Cd-V
d-block,Cr-Co-O,Cr,Co,O,CrCo3O8_861562_POSCAR,-0.0576742606668846,7.5995908965,-0.14612841227219,-0.0884541516053053,7.318124567,13.7918501455,35,local_max_drop,mp-861562,CrCo3O8,,,,,,,,,,24,242.5382782610752,10.105761594211469,92.04208834955948,0.3794951007711975,37.94951007711976,Co-Cr
d-block,Co-Cu-O,Co,Cu,O,Co9Cu3O16_2767725_POSCAR,-0.0848997289091379,7.6070175726,-0.21381171652605,-0.128911987616912,7.0435347894,13.8053281873,35,local_max_drop,mp-2767725,Co9Cu3O16,,,,,,,,,,28,258.71429114229846,9.239796112224946,123.58281570081886,0.4776806691086331,47.76806691086332,Co-Cu
d-block,Fe-Co-O,Fe,Co,O,Fe2Co3O10_778217_POSCAR,-0.0581587333005963,6.7725555367,-0.13344092393135,-0.0752821906307536,6.2708847562,12.2909341221,35,local_max_drop,mp-778217,Fe2Co3O10,,,,,,,,,,30,343.24509742307555,11.441503247435852,112.89647466133272,0.3289092124225718,32.89092124225718,Co-Fe
d-block,Co-Hf-O,Co,Hf,O,HfCoO3_753534_POSCAR,-0.0382750476905459,7.0250959999,-0.14756013378528,-0.109285086094734,6.2145079999,7.5654879999,35,local_max_drop,mp-753534,HfCoO3,,,,,,,,,,20,229.8166236876694,11.49083118438347,137.7649367384505,0.5994559250234175,59.94559250234175,Co-Hf
d-block,Mn-Co-O,Mn,Co,O,MnCo3O8_757029_POSCAR,-0.0572738565970304,7.5954806555,-0.12873746510388,-0.0714636085068495,7.0328524588,13.7843908192,35,local_max_drop,mp-757029,MnCo3O8,,,,,,,,,,24,238.7595376491352,9.948314068713968,92.04208834955948,0.3855012003114962,38.55012003114962,Co-Mn
d-block,Co-Mo-O,Co,Mo,O,Co4_MoO4_3_1213876_POSCAR,-0.087528060293739,6.1985256,-0.53978064409054,-0.452252583796801,5.9402537,12.6553231,35,local_max_drop,mp-1213876,Co4(MoO4)3,,,,,,,,,,76,979.6362973886892,12.88995128143012,375.4537989152964,0.3832583581438368,38.32583581438368,Co-Mo
d-block,Co-Nb-O,Co,Nb,O,Nb2Co4O9_2767524_POSCAR,-0.0665758439949456,6.4042538926,-0.25829525284638,-0.1917194088514343,5.8919135812,12.5523376295,35,local_max_drop,mp-2767524,Nb2Co4O9,,,,,,,,,,30,323.25551060470906,10.775183686823636,162.61600695863805,0.5030571842516616,50.30571842516616,Co-Nb
d-block,Co-Nb-S,Co,Nb,S,Nb3CoS6_7116_POSCAR,-0.0816072052808933,8.4532816155,-0.18954458855755,-0.1079373832766566,7.2873117375,14.2831310055,35,local_max_drop,mp-7116,Nb3CoS6,,,,,,,,,,20,352.5636597480232,17.62818298740116,185.80600404553732,0.527014055215823,52.7014055215823,Co-Nb
d-block,Co-Ni-O,Co,Ni,O,Co3NiO8_752738_POSCAR,-0.0571152289375466,7.3365245255,-0.11679732528229,-0.0596820963447433,6.7930782644,13.3144333982,35,local_max_drop,mp-752738,Co3NiO8,,,,,,,,,,24,266.9645556804423,11.123523153351762,85.51599509840435,0.3203271493492468,32.03271493492468,Co-Ni
d-block,Co-Ni-S,Co,Ni,S,Co3_Ni3S4_2_1226487_POSCAR,-0.070761451423057,8.5044415872,-0.16293955887036,-0.0921781074473029,7.8969814738,14.8827727775,35,local_max_drop,mp-1226487,Co3(Ni3S4)2,,,,,,,,,,17,244.45118501439504,14.379481471435,111.84853988306,0.4575495916555838,45.754959165558375,Co-Ni
d-block,Co-Rh-S,Co,Rh,S,Co8RhS8_1188878_POSCAR,-0.0578836342060069,8.4890131391,-0.14576792136149,-0.087884287155483,7.8826550577,14.8557729934,35,local_max_drop,mp-1188878,Co8RhS8,,,,,,,,,,17,242.706058449,14.276826967588237,117.81934197192746,0.4854404654125472,48.54404654125473,Co-Rh
d-block,Co-Ru-O,Co,Ru,O,Co2RuO4_754049_POSCAR,-0.0928025195507047,7.6305397759,-0.26961734804316,-0.1768148284924552,6.4096534117,14.9558579607,35,local_max_drop,mp-754049,Co2RuO4,,,,,,,,,,28,312.24884255562034,11.15174437698644,138.44574918801487,0.4433827458090698,44.338274580906976,Co-Ru
d-block,Sc-Co-O,Sc,Co,O,ScCoO3_754124_POSCAR,-0.0871530705922974,7.0161140422,-0.16460836974546,-0.0774552991531625,6.2643875377,12.2781995739,35,local_max_drop,mp-754124,ScCoO3,,,,,,,,,,20,207.5436409696248,10.37718204848124,130.2858518278045,0.6277515958529059,62.77515958529059,Co-Sc
d-block,Co-Ta-O,Co,Ta,O,Ta2Co4O9_863438_POSCAR,-0.0617403585878352,6.249516336,-0.20985425737504,-0.1481138987872047,5.989119822,12.759429186,35,local_max_drop,mp-863438,Ta2Co4O9,,,,,,,,,,30,336.23605570414867,11.207868523471625,171.028035978855,0.5086546581706906,50.86546581706906,Co-Ta
d-block,Co-Ta-S,Co,Ta,S,Ta9_CoS3_2_1189705_POSCAR,-0.1131353079619921,4.8311029675,-0.21034912005602,-0.0972138120940278,4.1647439375,8.1628981175,35,local_max_drop,mp-1189705,Ta9(CoS3)2,,,,,,,,,,17,297.82611400389425,17.519183176699663,231.0683368393144,0.7758498196578323,77.58498196578323,Co-Ta
d-block,Co-Tc-O,Co,Tc,O,Co2TcO4_36069_POSCAR,-0.0678663333907523,6.6165373009,-0.15685437293073,-0.0889880395399776,5.5578913328,12.9684131098,35,local_max_drop,mp-36069,Co2TcO4,,,,,,,,,,14,157.6991111590218,11.264222225644415,69.76228186383864,0.4423758723249316,44.23758723249316,Co-Tc
d-block,Ti-Co-O,Ti,Co,O,TiCo5O12_1306974_POSCAR,-0.0698973583775406,7.1845412379,-0.14463604094709,-0.0747386825695493,6.1935700327,12.139397264,35,local_max_drop,mp-1306974,TiCo5O12,,,,,,,,,,36,447.8487277350265,12.44024243708407,147.0083735936742,0.3282545299104946,32.82545299104946,Co-Ti
d-block,Ti-Co-S,Ti,Co,S,Ti3CoS6_1208259_POSCAR,-0.0716295986660072,8.064096152,-0.15859160648226,-0.0869620078162527,7.488089284,14.112168266,35,local_max_drop,mp-1208259,Ti3CoS6,,,,,,,,,,20,328.6485229280394,16.432426146401973,177.89059799199995,0.5412791647657905,54.12791647657905,Co-Ti
d-block,V-Co-O,V,Co,O,V2CoO4_2758056_POSCAR,-0.0592597749319957,7.2619799218,-0.11479593698515,-0.0555361620531542,6.2245542187,12.7084648631,35,local_max_drop,mp-2758056,V2CoO4,,,,,,,,,,14,148.55258294910905,10.610898782079218,86.40229284025466,0.5816276709901048,58.16276709901048,Co-V
d-block,Co-Y-O,Co,Y,O,Y2Co2O5_1187759_POSCAR,-0.0748599572382479,5.2787098,-0.11120926216849,-0.036349304930242,4.5246084,9.23774215,35,local_max_drop,mp-1187759,Y2Co2O5,,,,,,,,,,9,96.2546929571392,10.69496588412658,80.24143696221562,0.8336366206886758,83.36366206886758,Co-Y
d-block,Co-Zn-O,Co,Zn,O,Zn4CoO5_1215675_POSCAR,-0.0588143622332977,4.210201177,-0.15810693756491,-0.0992925753316122,3.886339548,7.9346099104,35,local_max_drop,mp-1215675,Zn4CoO5,,,,,,,,,,20,237.16201866366936,11.858100933183469,89.65056560277995,0.3780140096122121,37.80140096122121,Co-Zn
d-block,Co-Zr-O,Co,Zr,O,ZrCoO3_756665_POSCAR,-0.0705078201572078,7.298880239,-0.15073875740527,-0.0802309372480622,6.0404526116,12.3325907486,35,local_max_drop,mp-756665,ZrCoO3,,,,,,,,,,20,228.82372412305963,11.44118620615298,137.7649367384505,0.6020570518481798,60.20570518481798,Co-Zr
d-block,Cr-Cu-O,Cr,Cu,O,Cr3_CuO6_2_772337_POSCAR,-0.067801503423053,7.5462422,-0.59260842234074,-0.5248069189176869,7.1023456,21.7509334,35,local_max_drop,mp-772337,Cr3(CuO6)2,,,,,,,,,,68,975.992129446165,14.35282543303184,269.87110274796834,0.2765095072038224,27.65095072038224,Cr-Cu
d-block,Cr-Fe-O,Cr,Fe,O,CrFeO3_1245072_POSCAR,-0.0862442942083367,13.4333333442,-0.49362314055346,-0.4073788463451232,12.4000000101,25.3166666872,35,local_max_drop,mp-1245072,CrFeO3,,,,,,,,,,80,1037.6192676178,12.9702408452225,391.9417484296981,0.3777317563980193,37.773175639801934,Cr-Fe
d-block,Cr-Fe-S,Cr,Fe,S,Cr12Fe3S20_1226707_POSCAR,-0.1074699567658445,10.897542237,-0.32136291820839,-0.2138929614425455,10.1191463629,19.0706989147,35,local_max_drop,mp-1226707,Cr12Fe3S20,,,,,,,,,,35,509.8538947110113,14.567254134600324,260.8771502373418,0.5116704078238116,51.16704078238116,Cr-Fe
d-block,Cr-Hf-O,Cr,Hf,O,HfCrO3_756322_POSCAR,-0.043373618165505,6.3788452,-0.16463054949994,-0.1212569313344349,5.8881648,6.8695256,35,local_max_drop,mp-756322,HfCrO3,,,,,,,,,,20,244.80676715117255,12.24033835755863,149.24629340364424,0.6096493783257306,60.96493783257306,Cr-Hf
d-block,Cr-Mn-O,Cr,Mn,O,Mn5CrO12_1176453_POSCAR,-0.0547857535940334,7.0860801416,-0.10947957017423,-0.0546938165801965,6.5799315601,12.4006402479,35,local_max_drop,mp-1176453,Mn5CrO12,,,,,,,,,,18,206.70547675644735,11.48363759758041,81.9480925105126,0.3964485788979296,39.644857889792966,Cr-Mn
d-block,Cr-Mn-S,Cr,Mn,S,Mn2Cr13S20_1222474_POSCAR,-0.1040611192051136,10.745239488,-0.32734214702062,-0.2232810278155063,9.9777223817,18.804169104,35,local_max_drop,mp-1222474,Mn2Cr13S20,,,,,,,,,,35,532.6381001239282,15.218231432112235,265.72338363114,0.4988816676263198,49.88816676263198,Cr-Mn
d-block,Cr-Mo-O,Cr,Mo,O,Cr14MoO24_674480_POSCAR,-0.1255972725962765,6.8411752469,-0.30834923097358,-0.1827519583773035,6.3344215249,12.4154661889,35,local_max_drop,mp-674480,Cr14MoO24,,,,,,,,,,39,414.2534760469774,10.621884001204547,201.69374181149527,0.4868848506382181,48.688485063821815,Cr-Mo
d-block,Cr-Nb-S,Cr,Nb,S,Nb3CrS6_1189260_POSCAR,-0.0818395781431433,8.416256025,-0.18529186950041,-0.1034522913572666,7.255393125,14.220570525,35,local_max_drop,mp-1189260,Nb3CrS6,,,,,,,,,,20,356.57163162506555,17.828581581253278,191.54668237813425,0.5371899090939046,53.71899090939046,Cr-Nb
d-block,Cr-Ni-O,Cr,Ni,O,Cr3_NiO6_2_776211_POSCAR,-0.0647044026762287,7.3787854,-0.55444671274708,-0.4897423100708513,6.9447392,21.2682638,35,local_max_drop,mp-776211,Cr3(NiO6)2,,,,,,,,,,68,965.862902458516,14.203866212625236,256.6900187934762,0.265762374908587,26.576237490858706,Cr-Ni
d-block,Cr-Ni-S,Cr,Ni,S,Cr11NiS16_1226263_POSCAR,-0.0712918758555669,9.3701018334,-0.25678132616205,-0.1854894503064831,9.0230610248,17.0049996236,35,local_max_drop,mp-1226263,Cr11NiS16,,,,,,,,,,28,464.1993372277237,16.578547758132988,209.31566027933445,0.4509176198514256,45.09176198514256,Cr-Ni
d-block,Sc-Cr-O,Sc,Cr,O,ScCrO3_18961_POSCAR,-0.1234714790702177,7.1244376,-0.23683707342353,-0.1133655943533122,6.6155492,12.4677658,35,local_max_drop,mp-18961,ScCrO3,,,,,,,,,,20,207.88887214092208,10.394443607046105,141.76720849299815,0.6819374554925581,68.19374554925581,Cr-Sc
d-block,Ti-Cr-O,Ti,Cr,O,TiCrO3_755606_POSCAR,-0.0643920520015482,7.4211493,-0.20298020967536,-0.1385881576738117,6.9093459,12.5391833,35,local_max_drop,mp-755606,TiCrO3,,,,,,,,,,20,210.1702097484956,10.50851048742478,128.0782421037564,0.6094024564995381,60.94024564995381,Cr-Ti
d-block,V-Cr-O,V,Cr,O,VCrO3_1216392_POSCAR,-0.0546364587563965,6.0984341158,-0.10947904944271,-0.0548425906863134,5.662831679,10.6722597027,35,local_max_drop,mp-1216392,VCrO3,,,,,,,,,,10,99.69750006059137,9.969750006059137,59.72950100484449,0.5991073092960583,59.91073092960583,Cr-V
d-block,V-Cr-S,V,Cr,S,V4_CrS2_5_1217039_POSCAR,-0.0918566143322968,7.6783665592,-0.21272225907771,-0.1208656447454131,7.129911805,13.4371414786,35,local_max_drop,mp-1217039,V4(CrS2)5,,,,,,,,,,19,286.31005115527853,15.068950060804132,164.7478540342524,0.5754176403150527,57.54176403150528,Cr-V
d-block,Cr-Y-O,Cr,Y,O,YCr2O4_1388393_POSCAR,-0.058876223382489,7.1669590441,-0.14489403716823,-0.0860178137857409,6.6156545023,13.5069612755,35,local_max_drop,mp-1388393,YCr2O4,,,,,,,,,,14,181.85591428544947,12.98970816324639,112.09388570293476,0.6163884531519113,61.638845315191126,Cr-Y
d-block,Cr-Y-S,Cr,Y,S,Y3CrS6_1207827_POSCAR,-0.172547117142033,5.276822236,-0.37384780063418,-0.2013006834921469,4.522990488,9.234438913,35,local_max_drop,mp-1207827,Y3CrS6,,,,,,,,,,40,801.2591469907037,20.03147867476759,506.1460806790911,0.6316883652187043,63.16883652187043,Cr-Y
d-block,Cr-Zn-O,Cr,Zn,O,ZnCrO2_1444696_POSCAR,-0.0645348785265754,3.8144555182,-0.17179295085529,-0.1072580723287145,3.521035863,7.1887815536,35,local_max_drop,mp-1444696,ZnCrO2,,,,,,,,,,16,188.8830764800649,11.805192280004055,85.05688693679889,0.4503150230390066,45.031502303900666,Cr-Zn
d-block,Fe-Cu-O,Fe,Cu,O,Fe9Cu3O16_861469_POSCAR,-0.05785044489427,7.6141312,-0.18461641950004,-0.12676597460577,7.32128,14.3497088,35,local_max_drop,mp-861469,Fe9Cu3O16,,,,,,,,,,28,287.162011853736,10.255786137633429,134.87716801611006,0.4696901485869545,46.96901485869546,Cu-Fe
d-block,Mn-Cu-O,Mn,Cu,O,Mn11Cu7O24_765492_POSCAR,-0.1286675218378201,7.9057663524,-0.31192494513743,-0.1832574232996099,7.32015403,14.3475018988,35,local_max_drop,mp-765492,Mn11Cu7O24,,,,,,,,,,42,461.31118745357423,10.983599701275576,220.0852744680917,0.4770863583061072,47.70863583061072,Cu-Mn
d-block,Cu-Nb-O,Cu,Nb,O,Nb3CuO8_27383_POSCAR,-0.0725732893128204,7.6515495,-0.22994908807669,-0.1573757987638695,7.1414462,12.49753085,35,local_max_drop,mp-27383,Nb3CuO8,,,,,,,,,,48,581.1618562550517,12.107538671980244,298.79089569051246,0.5141268176405981,51.41268176405981,Cu-Nb
d-block,Cu-Nb-S,Cu,Nb,S,Nb2CuS4_1210558_POSCAR,-0.0727886254517238,5.14278315,-0.22755461837197,-0.1547659929202461,4.78810845,8.68953015,35,local_max_drop,mp-1210558,Nb2CuS4,,,,,,,,,,28,515.3690366779402,18.40603702421215,263.9332580604324,0.5121247868551466,51.21247868551466,Cu-Nb
d-block,Ni-Cu-O,Ni,Cu,O,CuNi3O4_1225790_POSCAR,-0.058282007345987,3.6915515101,-0.10642259791396,-0.0481405905679729,3.3962273893,7.2354409597,35,local_max_drop,mp-1225790,CuNi3O4,,,,,,,,,,8,75.61057677792321,9.451322097240402,38.41046895081514,0.5080039141035919,50.80039141035919,Cu-Ni
d-block,Cu-Pd-S,Cu,Pd,S,Cu3Pd13S7_1225772_POSCAR,-0.1543913083956804,9.5581114379,-0.41002438032355,-0.2556330719278695,8.8228720966,18.0133638638,35,local_max_drop,mp-1225772,Cu3Pd13S7,,,,,,,,,,23,363.994894188608,15.825864964722086,209.08901740772413,0.5744284349751959,57.44284349751959,Cu-Pd
d-block,Sc-Cu-O,Sc,Cu,O,Sc5Cu5O13_752959_POSCAR,-0.0658855062009696,7.7030975689,-0.14914761744617,-0.0832621112452003,7.4279869414,13.4804207455,35,local_max_drop,mp-752959,Sc5Cu5O13,,,,,,,,,,23,274.8053973960554,11.948060756350236,166.72343410248678,0.6066963592501838,60.66963592501838,Cu-Sc
d-block,Cu-Ta-S,Cu,Ta,S,Ta14_CuS8_3_676854_POSCAR,-0.0835141007098651,9.5747663171,-0.27524065357004,-0.1917265528601748,8.5842732498,16.1780534323,35,local_max_drop,mp-676854,Ta14(CuS8)3,,,,,,,,,,41,737.4568966678316,17.986753577264185,433.3927764143639,0.5876855696551637,58.768556965516375,Cu-Ta
d-block,Ti-Cu-O,Ti,Cu,O,Ti3Cu3O_21457_POSCAR,-0.3956122437604805,9.5803839947,-0.58984967686938,-0.1942374331088994,8.553914281,16.7656719908,35,local_max_drop,mp-21457,Ti3Cu3O,,,,,,,,,,28,348.85652062439823,12.459161450871363,326.3134590171874,0.9353801340251222,93.53801340251222,Cu-Ti
d-block,Ti-Cu-S,Ti,Cu,S,Ti2CuS4_559918_POSCAR,-0.0746548354496839,9.3991949884,-0.18567778534064,-0.111022949890956,9.0635094531,16.4485912297,35,local_max_drop,mp-559918,Ti2CuS4,,,,,,,,,,28,490.47158993856885,17.51684249780603,253.37938332238244,0.5166035883018586,51.66035883018586,Cu-Ti
d-block,V-Cu-O,V,Cu,O,V6CuO15_1216902_POSCAR,-0.0578056112861124,11.4266263475,-0.13573822782593,-0.0779326165398175,10.6894246476,18.061441646,35,local_max_drop,mp-1216902,V6CuO15,,,,,,,,,,44,562.761666355433,12.790037871714388,235.4256755843608,0.4183399290662932,41.83399290662932,Cu-V
d-block,Cu-Y-O,Cu,Y,O,Y2CuO4_755924_POSCAR,-0.0770715588731097,9.5176549565,-0.12956393786672,-0.0524923789936102,8.2048749625,16.0815549265,35,local_max_drop,mp-755924,Y2CuO4,,,,,,,,,,14,180.95706907973067,12.925504934266476,143.82589834768575,0.7948067410636236,79.48067410636236,Cu-Y
d-block,Cu-Y-S,Cu,Y,S,Y2_CuS2_3_1352540_POSCAR,-0.0932021970910662,8.7870314,-0.27081830398448,-0.1776161068934137,7.84556375,15.37730495,35,local_max_drop,mp-1352540,Y2(CuS2)3,,,,,,,,,,44,975.6328000832948,22.173472729165788,461.83345553328434,0.4733681109264216,47.336811092642165,Cu-Y
d-block,Mn-Fe-O,Mn,Fe,O,Mn2FeO4_1307551_POSCAR,-0.05626972657879,6.8534572847,-0.11863077121177,-0.0623610446329799,6.3262682628,12.9161310365,35,local_max_drop,mp-1307551,Mn2FeO4,,,,,,,,,,14,161.91748250498992,11.565534464642138,73.90022853311936,0.4564067288462314,45.64067288462314,Fe-Mn
d-block,Fe-Nb-S,Fe,Nb,S,Nb3FeS6_22613_POSCAR,-0.071928549349794,8.38989488,-0.18069698599472,-0.1087684366449259,7.52197472,14.17602928,35,local_max_drop,mp-22613,Nb3FeS6,,,,,,,,,,20,341.58808073878663,17.07940403693933,188.31586011560208,0.5512951731463012,55.129517314630114,Fe-Nb
d-block,Fe-Ni-O,Fe,Ni,O,Fe_NiO2_2_640147_POSCAR,-0.0598682052381543,6.5200766237,-0.12717665850901,-0.0673084532708556,6.018532268,12.2878367138,35,local_max_drop,mp-640147,Fe(NiO2)2,,,,,,,,,,14,137.35932892725648,9.811380637661175,60.848042030809,0.4429844154453699,44.298441544536985,Fe-Ni
d-block,Fe-Ni-S,Fe,Ni,S,Fe5Ni7S16_675307_POSCAR,-0.103274765424068,9.2074238721,-0.38387984861112,-0.280605083187052,8.5497507383,16.1129917761,35,local_max_drop,mp-675307,Fe5Ni7S16,,,,,,,,,,56,842.3381105307514,15.041751973763416,363.3206497390772,0.4313240077789563,43.13240077789563,Fe-Ni
d-block,Sc-Fe-O,Sc,Fe,O,ScFeO3_769734_POSCAR,-0.0831509388350328,7.1428168,-0.15844157069169,-0.0752906318566571,6.377515,12.4999294,35,local_max_drop,mp-769734,ScFeO3,,,,,,,,,,20,212.22287513266605,10.611143756633302,135.30556396793392,0.6375635231751096,63.75635231751096,Fe-Sc
d-block,Sc-Fe-S,Sc,Fe,S,Sc22Fe7S40_685224_POSCAR,-0.2008001756728555,9.024790074,-0.43503707459969,-0.2342368989268344,8.3801622115,15.7933826294,35,local_max_drop,mp-685224,Sc22Fe7S40,,,,,,,,,,69,1427.4252361596082,20.68732226318273,714.15009251523,0.5003064780027309,50.03064780027309,Fe-Sc
d-block,Fe-Ta-S,Fe,Ta,S,Ta9_FeS3_2_615821_POSCAR,-0.1048072177553554,15.377757555,-0.19962436259655,-0.0948171448411945,12.8147979625,25.1170040065,35,local_max_drop,mp-615821,Ta9(FeS3)2,,,,,,,,,,17,299.6428784285069,17.62605167226511,233.5781929093791,0.7795219233455253,77.95219233455254,Fe-Ta
d-block,Ti-Fe-O,Ti,Fe,O,Ti3Fe9O16_760003_POSCAR,-0.051627847770755,7.66092875,-0.3439112852766,-0.2922834375058449,7.04805445,8.27380305,35,local_max_drop,mp-760003,Ti3Fe9O16,,,,,,,,,,56,645.9011875408713,11.53394977751556,314.8935435267173,0.4875258779529515,48.75258779529515,Fe-Ti
d-block,Ti-Fe-S,Ti,Fe,S,Ti3FeS6_16335_POSCAR,-0.0553530618622368,8.309857066,-0.13449788875927,-0.0791448268970331,8.0130764565,14.5422498655,35,local_max_drop,mp-16335,Ti3FeS6,,,,,,,,,,20,353.7508883814277,17.687544419071386,180.40045406206468,0.509964667191309,50.99646671913089,Fe-Ti
d-block,Fe-Y-O,Fe,Y,O,Y_FeO2_2_557783_POSCAR,-0.0569226395248298,4.6074662593,-0.14320153151174,-0.0862788919869102,4.2530457778,8.6833017964,35,local_max_drop,mp-557783,Y(FeO2)2,,,,,,,,,,21,273.67939082454376,13.032351944025894,158.44836176680556,0.5789561329021922,57.89561329021922,Fe-Y
d-block,Fe-Zn-O,Fe,Zn,O,Zn_FeO2_2_1810050_POSCAR,-0.0760007671509077,6.5742514656,-0.19330860125413,-0.1173078341032222,5.8156839888,12.3899354544,35,local_max_drop,mp-1810050,Zn(FeO2)2,,,,,,,,,,28,305.13737118852976,10.897763256733205,126.7656595603454,0.4154380011421903,41.54380011421904,Fe-Zn
d-block,Fe-Zr-O,Fe,Zr,O,Zr6Fe2O_1215351_POSCAR,-0.1684929698614413,8.3706968459,-0.23210193756663,-0.0636089677051886,7.1748830108,14.6487194803,35,local_max_drop,mp-1215351,Zr6Fe2O,,,,,,,,,,9,174.56378066030337,19.3959756289226,155.16821231082193,0.8888912220157243,88.88912220157243,Fe-Zr
