chemsys,n_configurations,ligand_examples,packing_fraction_min,packing_fraction_median,packing_fraction_max,packing_fraction_range,volume_per_atom_median,delta_E_min,delta_E_mean,delta_E_max,packing_vs_delta_corr,packing_vs_delta_slope
Fe-Ta-S,2,S,0.7615094886607906,0.770515706003158,0.7795219233455253,0.01801243468473468,17.83451138893573,-0.2011962944092066,-0.153001756082281,-0.1048072177553554,1.0,5.35125197347914
Sc-Fe-S,1,S,0.5003064780027309,0.5003064780027309,0.5003064780027309,0.0,20.68732226318273,-0.2008001756728555,-0.2008001756728555,-0.2008001756728555,,
Ti-Zn-O,20,O,0.459497926650099,0.5985382088138491,0.7786707852021719,0.31917285855207295,11.155230626338888,-0.1987429886151509,-0.1198234279727007,-0.0618670870880153,-0.4919461546239446,-0.23811727326663407
Mn-Zn-O,26,O,0.3673810943300795,0.43885902467259064,0.49390770661503286,0.12652661228495338,11.41317217815839,-0.1972240113583782,-0.11328907662018542,-0.0599287726618236,-0.29370474956916315,-0.27825319993128156
Fe-Cd-O,3,O,0.42357094985388266,0.473373007597505,0.49093559445045204,0.06736464459656938,11.04319985594231,-0.1911398676819543,-0.1152623789186384,-0.074775744094754,0.9769205505638946,1.838446146384656
Sc-Cu-O,4,O,0.6012686301585464,0.6084660372425805,0.6392496797536562,0.03798104959510984,11.955590395839584,-0.1893309551099402,-0.1319340740577495,-0.0658855062009696,0.3677371172845277,1.2273866838698755
Sc-Y-O,3,O,0.7618082362540737,0.7887832232274307,0.8402103765479384,0.07840214029386472,13.41895162535214,-0.1839347690304086,-0.12638250924268174,-0.0574528091625825,-0.479428807276926,-0.7703784117459587
Nb-Pt-O,1,O,0.876283905696851,0.876283905696851,0.876283905696851,0.0,15.874739413183201,-0.1823870029823268,-0.1823870029823268,-0.1823870029823268,,
Sc-Rh-O,2,O,0.6687925936052325,0.6709600298422337,0.6731274660792349,0.004334872474002438,10.786454122973849,-0.1775776729703876,-0.14112154757053613,-0.1046654221706847,1.0,16.819929821922937
Mn-Zr-O,1,O,0.6488538871800524,0.6488538871800524,0.6488538871800524,0.0,12.316775630421985,-0.1760414275559718,-0.1760414275559718,-0.1760414275559718,,
Fe-Zr-O,1,O,0.8888912220157243,0.8888912220157243,0.8888912220157243,0.0,19.395975628922596,-0.1684929698614413,-0.1684929698614413,-0.1684929698614413,,
Sc-Mn-S,1,S,0.48711209731216787,0.48711209731216787,0.48711209731216787,0.0,19.2141139965376,-0.168303353611398,-0.168303353611398,-0.168303353611398,,
Nb-Ir-S,4,S,0.4268238978431968,0.4389418569862584,0.44956975969651636,0.02274586185331956,20.851985056977878,-0.1682599068354935,-0.13792377238654668,-0.0880957604013328,-0.7075170488677283,-2.615403099765481
Ti-Zn-S,1,S,0.49461634672906396,0.49461634672906396,0.49461634672906396,0.0,18.631887598929836,-0.1661361134571742,-0.1661361134571742,-0.1661361134571742,,
Cr-Zn-O,14,O,0.4035054419996569,0.4547337229155405,0.5126866175397259,0.10918117554006901,11.038429623301045,-0.1632745574444543,-0.1089682618643663,-0.0645348785265754,-0.47472346727117043,-0.42253306467368285
Mn-Y-S,2,S,0.5125692260820078,0.525630767155553,0.5386923082290982,0.02612308214709036,20.225571986274936,-0.157988287709734,-0.13199365180427114,-0.1059990158988083,-1.0,-1.9901660729844748
Ti-Nb-O,11,O,0.4489464835535446,0.5832857097118179,0.599229105395822,0.15028262184227736,11.807431562450676,-0.1565836141755127,-0.09301856315842842,-0.0561233839544401,-0.23740303655573178,-0.13261889965411386
Mn-Co-O,11,O,0.3536532049500496,0.4211603205180657,0.4882797779815792,0.13462657303152958,10.37523295362543,-0.1565396751827253,-0.09439574566372703,-0.0572738565970304,-0.26574928534748504,-0.2073130436428042
Cu-Pd-S,1,S,0.5744284349751959,0.5744284349751959,0.5744284349751959,0.0,15.825864964722086,-0.1543913083956804,-0.1543913083956804,-0.1543913083956804,,
Nb-Re-O,1,O,0.7908893975719115,0.7908893975719115,0.7908893975719115,0.0,13.08581867303478,-0.1528978350759064,-0.1528978350759064,-0.1528978350759064,,
Co-Y-O,8,O,0.5095059675353381,0.698077410467664,0.8336366206886758,0.3241306531533378,11.171940542838996,-0.1514307924963885,-0.11010915977059754,-0.0748599572382479,0.5513586350566073,0.14626134793872295
Cu-Ta-S,2,S,0.5762242803274814,0.5819549249913225,0.5876855696551637,0.011461289327682311,18.327992995911416,-0.1491203973828143,-0.1163172490463397,-0.0835141007098651,1.0,5.7241637303833794
Sc-Mn-O,4,O,0.5814367273486689,0.6440658102722293,0.6537701635512737,0.0723334362026048,10.746230610017014,-0.1483679511849748,-0.1235241345250604,-0.1016090013573933,0.583701062382741,0.4184779319367477
V-Co-O,5,O,0.3509419793807021,0.4764642811686647,0.5816276709901048,0.23068569160940272,10.967042203281004,-0.1416933680796391,-0.08053515925451926,-0.0592597749319957,0.14031795857676574,0.050394170685833115
Ni-Nb-S,4,S,0.468133642831608,0.5211472517816742,0.5731650763630635,0.10503143353145544,17.78479938070489,-0.1340037573400173,-0.10782791266151272,-0.0832675450008933,-0.3947431440001925,-0.19232685311387818
Pd-Ta-S,1,S,0.49117865537968647,0.49117865537968647,0.49117865537968647,0.0,19.464633534092957,-0.1334791436342681,-0.1334791436342681,-0.1334791436342681,,
Co-Ni-O,9,O,0.3203271493492468,0.41477851499935187,0.43701204694891893,0.11668489759967215,9.858913823001258,-0.131213361331175,-0.06921344756103508,-0.0571152289375466,-0.2508670880453077,-0.13171908823916367
Nb-Cd-O,1,O,0.45814508700279594,0.45814508700279594,0.45814508700279594,0.0,13.536146893874124,-0.1274741536498837,-0.1274741536498837,-0.1274741536498837,,
Co-Nb-S,4,S,0.5071822277223279,0.5217303576608636,0.5831788753908476,0.07599664766851966,17.83115328256083,-0.1271699041378486,-0.1074182217219894,-0.0816072052808933,-0.4610689563445613,-0.27020730606182003
Cr-Mo-O,1,O,0.4868848506382181,0.4868848506382181,0.4868848506382181,0.0,10.621884001204549,-0.1255972725962765,-0.1255972725962765,-0.1255972725962765,,
Sc-Cr-O,1,O,0.6819374554925581,0.6819374554925581,0.6819374554925581,0.0,10.394443607046103,-0.1234714790702177,-0.1234714790702177,-0.1234714790702177,,
Fe-Cu-O,7,O,0.4342739019529769,0.43805418553548964,0.47066778410997184,0.03639388215699496,10.996451749393932,-0.1226545211031271,-0.08319925563525785,-0.05785044489427,0.5910161919899769,0.7726760959247527
Co-Ta-O,3,O,0.5052410860313351,0.5062355303692117,0.5086546581706906,0.0034135721393554475,11.261427123597294,-0.1198146512849112,-0.09889405936032424,-0.0617403585878352,0.9770975111263964,17.95497997988675
Ni-Ta-S,2,S,0.4265511121078146,0.5943921639603046,0.7622332158127946,0.33568210370498,18.255262574057006,-0.1189190426495346,-0.09171708250715765,-0.0645151223647807,-0.9999999999999998,-0.16206976685467778
Fe-Nb-S,4,S,0.48243871289013296,0.5330795362910472,0.5532296847539626,0.07079097186382965,17.678229526161168,-0.1175487781213058,-0.08942335816925595,-0.071928549349794,0.9913222745417909,0.6153032865834437
Cu-Nb-O,2,O,0.5141268176405981,0.5274460661009513,0.5407653145613046,0.026638496920706523,11.791449681012622,-0.1101379469421614,-0.0913556181274909,-0.0725732893128204,-1.0,-1.4101643099893333
Sc-Fe-O,3,O,0.5918601574022825,0.6375635231751096,0.6719256721953851,0.08006551479310264,10.611143756633302,-0.1084303764131949,-0.09408468985252127,-0.0831509388350328,0.7411938723214423,0.2395302512144285
Cr-Fe-S,1,S,0.5116704078238116,0.5116704078238116,0.5116704078238116,0.0,14.567254134600324,-0.1074699567658445,-0.1074699567658445,-0.1074699567658445,,
Cr-Mn-S,1,S,0.4988816676263198,0.4988816676263198,0.4988816676263198,0.0,15.218231432112235,-0.1040611192051136,-0.1040611192051136,-0.1040611192051136,,
Cr-Nb-S,2,S,0.526236869753582,0.5317133894237434,0.5371899090939046,0.010953039340322657,17.973384478417877,-0.1034012614211289,-0.0926204197821361,-0.0818395781431433,1.0,1.968557092514809
Ti-Cr-O,5,O,0.48416868799744117,0.5717422490859051,0.6094024564995381,0.1252337685020969,11.182198567512547,-0.1019359369088299,-0.07599224893439156,-0.0643920520015482,-0.30388837296855714,-0.10009398864601142
Mn-Nb-S,4,S,0.5052560213487637,0.5214355117175125,0.562187260189121,0.056931238840357334,18.445017604665416,-0.1017802464092388,-0.09259495856418466,-0.0746660644097606,-0.2850452953302858,-0.14009732984068934
V-Cr-O,21,O,0.38150675544240853,0.5991073092960583,0.6011140230092747,0.21960726756686622,9.969750006059135,-0.1011910172856162,-0.08058570868476475,-0.0546364587563965,-0.47154582178576243,-0.13527157080896582
Ti-Nb-S,2,S,0.5428803401704002,0.5485956368894503,0.5543109336085005,0.011430593438100267,18.37176251256944,-0.100462310064405,-0.0931050582131609,-0.0857478063619168,1.0,1.28729131887783
V-Cr-S,2,S,0.4556507707035901,0.5155342055093214,0.5754176403150527,0.1197668696114626,15.983187479610539,-0.097098187370319,-0.0944774008513079,-0.0918566143322968,1.0,0.04376479952282661
Co-Cd-O,3,O,0.4069842351917259,0.4136135069020078,0.4588581693020615,0.05187393411033564,11.771863783232773,-0.0963921453643815,-0.09537769577365257,-0.0941303284724344,0.9738009974686352,0.03962526710118531
Mn-Re-O,2,O,0.4830034095710756,0.483568996946248,0.4841345843214204,0.0011311747503447989,11.455639590304198,-0.0958190430287106,-0.0957263246164913,-0.095633606204272,0.9999999999999998,0.16393295941415564
Sc-Co-O,2,O,0.6277515958529059,0.6356271419244341,0.6435026879959624,0.01575109214305659,10.250180286344136,-0.094546951789356,-0.0908500111908267,-0.0871530705922974,-1.0,-0.46942022368385256
Cu-Y-S,1,S,0.4733681109264216,0.4733681109264216,0.4733681109264216,0.0,22.173472729165788,-0.0932021970910662,-0.0932021970910662,-0.0932021970910662,,
Sc-Ta-O,1,O,0.7228308690086479,0.7228308690086479,0.7228308690086479,0.0,11.413197747442938,-0.0878286119594319,-0.0878286119594319,-0.0878286119594319,,
Co-Mo-O,1,O,0.3832583581438368,0.3832583581438368,0.3832583581438368,0.0,12.88995128143012,-0.087528060293739,-0.087528060293739,-0.087528060293739,,
V-Ag-O,3,O,0.4297317616285328,0.44080751560646686,0.4683474405852276,0.038615678956694766,12.797457772282167,-0.0859675241685584,-0.0765640919209602,-0.0635192948890931,0.008340782544043841,0.004890449820164545
Sc-Re-O,1,O,0.6887609973981055,0.6887609973981055,0.6887609973981055,0.0,11.641811035449722,-0.0828528051499394,-0.0828528051499394,-0.0828528051499394,,
Mn-Tc-O,1,O,0.46628067014493085,0.46628067014493085,0.46628067014493085,0.0,12.44554494610357,-0.0819297982643207,-0.0819297982643207,-0.0819297982643207,,
Cr-Ni-S,2,S,0.44814279119262257,0.4495302055220241,0.45091761985142564,0.0027748286588030746,16.629873619381563,-0.080008237525323,-0.07565005669044494,-0.0712918758555669,1.0,3.1412251859600318
Nb-Cd-S,1,S,0.5873287969245679,0.5873287969245679,0.5873287969245679,0.0,18.406403317625838,-0.0722700995035126,-0.0722700995035126,-0.0722700995035126,,
Ti-Co-S,1,S,0.5412791647657905,0.5412791647657905,0.5412791647657905,0.0,16.432426146401973,-0.0716295986660072,-0.0716295986660072,-0.0716295986660072,,
V-Cd-O,2,O,0.4093602046768394,0.4247213004974549,0.44008239631807033,0.03072219164123091,14.133606720231192,-0.0714144770558412,-0.07029450922140115,-0.0691745413869611,-1.0,-0.07290937101876512
Co-Ni-S,1,S,0.4575495916555838,0.4575495916555838,0.4575495916555838,0.0,14.379481471435001,-0.070761451423057,-0.070761451423057,-0.070761451423057,,
Mn-W-O,1,O,0.5009268947074412,0.5009268947074412,0.5009268947074412,0.0,11.734807158110883,-0.0706536730513467,-0.0706536730513467,-0.0706536730513467,,
Co-Nb-O,6,O,0.48134645860429837,0.48162791869263144,0.5030571842516616,0.021710725647363205,11.254608316013288,-0.0702622591725086,-0.0683518319957128,-0.0665758439949456,0.7390155709272996,0.09133835109035704
Sc-Y-S,1,S,0.5987645467125766,0.5987645467125766,0.5987645467125766,0.0,21.329780937696793,-0.070173648863559,-0.070173648863559,-0.070173648863559,,
Cr-Cu-O,2,O,0.2765095072038224,0.2805880205829121,0.28466653396200176,0.008157026758179364,14.147187665424871,-0.0682576356209807,-0.06802956952201684,-0.067801503423053,-1.0,-0.05591892872857308
Co-Tc-O,1,O,0.44237587232493164,0.44237587232493164,0.44237587232493164,0.0,11.264222225644415,-0.0678663333907523,-0.0678663333907523,-0.0678663333907523,,
Ti-Hf-O,1,O,0.6440090893581315,0.6440090893581315,0.6440090893581315,0.0,11.496634812436971,-0.0664943000051836,-0.0664943000051836,-0.0664943000051836,,
Ni-Rh-O,2,O,0.46072811681037895,0.46131977608855324,0.46191143536672746,0.0011833185563485116,11.393081183424398,-0.0650446448597352,-0.06334847005008234,-0.0616522952404295,-1.0,-2.86681012573127
Cr-Ni-O,1,O,0.26576237490858706,0.26576237490858706,0.26576237490858706,0.0,14.203866212625236,-0.0647044026762287,-0.0647044026762287,-0.0647044026762287,,
Mn-Rh-O,1,O,0.5007088320103678,0.5007088320103678,0.5007088320103678,0.0,11.427788301863334,-0.0627381822714853,-0.0627381822714853,-0.0627381822714853,,
Ti-Ni-S,1,S,0.5166193313251354,0.5166193313251354,0.5166193313251354,0.0,17.140781648565543,-0.0624949924181406,-0.0624949924181406,-0.0624949924181406,,
Pd-Cd-O,1,O,0.5331423072922207,0.5331423072922207,0.5331423072922207,0.0,11.9745669284976,-0.0615360064387175,-0.0615360064387175,-0.0615360064387175,,
Nb-Ag-O,2,O,0.42247514319323975,0.4263789036928881,0.43028266419253647,0.007807520999296713,14.54193917445306,-0.0614078124474974,-0.06070460806596075,-0.0600014036844241,1.0,0.18013512396572104
Ti-W-O,1,O,0.47226461014269794,0.47226461014269794,0.47226461014269794,0.0,12.95496423046885,-0.0608393278510026,-0.0608393278510026,-0.0608393278510026,,
Cr-Ag-S,1,S,0.41084834136507314,0.41084834136507314,0.41084834136507314,0.0,18.7434316779987,-0.060173778380712,-0.060173778380712,-0.060173778380712,,
Ti-Y-S,1,S,0.6004685327750121,0.6004685327750121,0.6004685327750121,0.0,19.613654032675928,-0.060156134020461,-0.060156134020461,-0.060156134020461,,
Ti-V-S,2,S,0.7224309851661594,0.7304739183003006,0.7385168514344419,0.016085866268282456,14.50967845273595,-0.0595447188123604,-0.0561914259351875,-0.0528381330580146,-1.0,-0.41692412721158595
Tc-Cd-O,1,O,0.49256890864338737,0.49256890864338737,0.49256890864338737,0.0,11.94806644443632,-0.0592515502655427,-0.0592515502655427,-0.0592515502655427,,
Co-Rh-S,1,S,0.48544046541254726,0.48544046541254726,0.48544046541254726,0.0,14.276826967588235,-0.0578836342060069,-0.0578836342060069,-0.0578836342060069,,
Cr-Co-O,1,O,0.3794951007711975,0.3794951007711975,0.3794951007711975,0.0,10.105761594211467,-0.0576742606668846,-0.0576742606668846,-0.0576742606668846,,
Ti-Fe-S,1,S,0.509964667191309,0.509964667191309,0.509964667191309,0.0,17.687544419071386,-0.0553530618622368,-0.0553530618622368,-0.0553530618622368,,
Cr-Hf-O,1,O,0.6096493783257306,0.6096493783257306,0.6096493783257306,0.0,12.24033835755863,-0.043373618165505,-0.043373618165505,-0.043373618165505,,
Ni-Hf-O,1,O,0.629789937890833,0.629789937890833,0.629789937890833,0.0,10.812661389720532,-0.043046515890706,-0.043046515890706,-0.043046515890706,,
Mn-Hf-O,1,O,0.6222090596987668,0.6222090596987668,0.6222090596987668,0.0,11.993259426011862,-0.0395516863150679,-0.0395516863150679,-0.0395516863150679,,
Co-Hf-O,1,O,0.5994559250234175,0.5994559250234175,0.5994559250234175,0.0,11.49083118438347,-0.0382750476905459,-0.0382750476905459,-0.0382750476905459,,
